state,district,pincode,pincode_total,district_avg,state_avg
Kerala,Pathanamthitta,689652,1,1.0,1.0
Kerala,Pathanamthitta,689653,8,1.0,1.0
Kerala,Pathanamthitta,689654,3,1.0,1.0
Kerala,Pathanamthitta,689656,7,1.0,1.0
Kerala,Pathanamthitta,689661,3,1.0,1.0
Kerala,Pathanamthitta,689662,15,1.3636363636363635,1.3636363636363635
Kerala,Pathanamthitta,689663,10,1.4285714285714286,1.4285714285714286
Kerala,Pathanamthitta,689664,6,1.0,1.0
Kerala,Pathanamthitta,689666,6,1.0,1.0
Kerala,Pathanamthitta,689667,9,1.2857142857142858,1.2857142857142858
Kerala,Pathanamthitta,689668,8,1.3333333333333333,1.3333333333333333
Kerala,Pathanamthitta,689671,1,1.0,1.0
Kerala,Pathanamthitta,689672,13,1.1818181818181819,1.1818181818181819
Kerala,Pathanamthitta,689673,10,1.25,1.25
Kerala,Pathanamthitta,689674,4,1.0,1.0
Kerala,Pathanamthitta,689675,4,1.0,1.0
Kerala,Pathanamthitta,689676,4,1.0,1.0
Kerala,Pathanamthitta,689677,3,1.0,1.0
Kerala,Pathanamthitta,689678,2,1.0,1.0
Kerala,Pathanamthitta,689691,20,1.1764705882352942,1.1764705882352942
Kerala,Pathanamthitta,689692,9,1.0,1.0
Kerala,Pathanamthitta,689693,11,1.2222222222222223,1.2222222222222223
Kerala,Pathanamthitta,689694,19,1.4615384615384615,1.4615384615384615
Kerala,Pathanamthitta,689695,5,1.25,1.25
Kerala,Pathanamthitta,689698,6,1.2,1.2
Kerala,Pathanamthitta,689699,13,1.1818181818181819,1.1818181818181819
Kerala,Pathanamthitta,689711,17,1.1333333333333333,1.1333333333333333
Kerala,Pathanamthitta,690504,4,1.0,1.0
Kerala,Pathanamthitta,690522,2,1.0,1.0
Kerala,Pathanamthitta,691523,19,1.5833333333333333,1.5833333333333333
Kerala,Pathanamthitta,691524,11,1.2222222222222223,1.2222222222222223
Kerala,Pathanamthitta,691525,7,1.1666666666666667,1.1666666666666667
Kerala,Pathanamthitta,691526,8,1.0,1.0
Kerala,Pathanamthitta,691530,10,1.4285714285714286,1.4285714285714286
Kerala,Pathanamthitta,691551,18,1.2857142857142858,1.2857142857142858
Kerala,Pathanamthitta,691552,7,1.1666666666666667,1.1666666666666667
Kerala,Pathanamthitta,691553,2,1.0,1.0
Kerala,Pathanamthitta,691554,16,1.7777777777777777,1.7777777777777777
Kerala,Pathanamthitta,691555,12,1.7142857142857142,1.7142857142857142
Kerala,Pathanamthitta,691556,6,1.0,1.0
Kerala,Thiruvananthapuram,691574,1,1.0,1.0
Kerala,Thiruvananthapuram,695001,5,1.0,1.0
Kerala,Thiruvananthapuram,695002,29,1.45,1.45
Kerala,Thiruvananthapuram,695003,21,1.3125,1.3125
Kerala,Thiruvananthapuram,695004,17,1.4166666666666667,1.4166666666666667
Kerala,Thiruvananthapuram,695005,73,4.5625,4.5625
Kerala,Thiruvananthapuram,695006,11,1.1,1.1
Kerala,Thiruvananthapuram,695007,9,1.125,1.125
Kerala,Thiruvananthapuram,695008,39,2.0526315789473686,2.0526315789473686
Kerala,Thiruvananthapuram,695009,50,1.9230769230769231,1.9230769230769231
Kerala,Thiruvananthapuram,695010,8,1.1428571428571428,1.1428571428571428
Kerala,Thiruvananthapuram,695011,126,5.04,5.04
Kerala,Thiruvananthapuram,695012,27,1.5,1.5
Kerala,Thiruvananthapuram,695013,66,2.4444444444444446,2.4444444444444446
Kerala,Thiruvananthapuram,695014,10,1.1111111111111112,1.1111111111111112
Kerala,Thiruvananthapuram,695015,17,1.7,1.7
Kerala,Thiruvananthapuram,695016,1,1.0,1.0
Kerala,Thiruvananthapuram,695017,14,1.2727272727272727,1.2727272727272727
Kerala,Thiruvananthapuram,695018,13,1.8571428571428572,1.8571428571428572
Kerala,Thiruvananthapuram,695019,15,1.3636363636363635,1.3636363636363635
Kerala,Thiruvananthapuram,695020,51,2.217391304347826,2.217391304347826
Kerala,Thiruvananthapuram,695021,18,1.2,1.2
Kerala,Thiruvananthapuram,695022,1,1.0,1.0
Kerala,Thiruvananthapuram,695023,1,1.0,1.0
Kerala,Thiruvananthapuram,695024,16,1.3333333333333333,1.3333333333333333
Kerala,Thiruvananthapuram,695025,7,1.4,1.4
Kerala,Thiruvananthapuram,695026,32,1.7777777777777777,1.7777777777777777
Kerala,Thiruvananthapuram,695027,20,1.25,1.25
Kerala,Thiruvananthapuram,695028,20,1.5384615384615385,1.5384615384615385
Kerala,Thiruvananthapuram,695029,13,1.1818181818181819,1.1818181818181819
Kerala,Thiruvananthapuram,695030,9,1.0,1.0
Kerala,Thiruvananthapuram,695032,10,1.1111111111111112,1.1111111111111112
Kerala,Thiruvananthapuram,695033,2,1.0,1.0
Kerala,Thiruvananthapuram,695035,10,1.0,1.0
Kerala,Thiruvananthapuram,695036,6,1.2,1.2
Kerala,Thiruvananthapuram,695038,1,1.0,1.0
Kerala,Thiruvananthapuram,695040,1,1.0,1.0
Kerala,Thiruvananthapuram,695042,17,1.3076923076923077,1.3076923076923077
Kerala,Thiruvananthapuram,695043,20,1.4285714285714286,1.4285714285714286
Kerala,Thiruvananthapuram,695101,18,1.5,1.5
Kerala,Thiruvananthapuram,695102,51,2.217391304347826,2.217391304347826
Kerala,Thiruvananthapuram,695103,23,1.4375,1.4375
Kerala,Thiruvananthapuram,695104,21,1.4,1.4
Kerala,Thiruvananthapuram,695121,21,1.3125,1.3125
Kerala,Thiruvananthapuram,695122,32,1.5238095238095237,1.5238095238095237
Kerala,Thiruvananthapuram,695123,16,1.4545454545454546,1.4545454545454546
Kerala,Thiruvananthapuram,695124,34,1.619047619047619,1.619047619047619
Kerala,Thiruvananthapuram,695125,34,1.5454545454545454,1.5454545454545454
Kerala,Thiruvananthapuram,695126,16,1.2307692307692308,1.2307692307692308
Kerala,Thiruvananthapuram,695132,14,1.5555555555555556,1.5555555555555556
Kerala,Thiruvananthapuram,695133,11,1.1,1.1
Kerala,Thiruvananthapuram,695134,2,1.0,1.0
Kerala,Thiruvananthapuram,695141,36,2.1176470588235294,2.1176470588235294
Kerala,Thiruvananthapuram,695142,8,1.3333333333333333,1.3333333333333333
Kerala,Thiruvananthapuram,695143,21,1.4,1.4
Kerala,Thiruvananthapuram,695144,11,1.1,1.1
Kerala,Thiruvananthapuram,695145,14,1.4,1.4
Kerala,Thiruvananthapuram,695146,8,1.1428571428571428,1.1428571428571428
Kerala,Thiruvananthapuram,695301,32,1.8823529411764706,1.8823529411764706
Kerala,Thiruvananthapuram,695302,17,1.3076923076923077,1.3076923076923077
Kerala,Thiruvananthapuram,695303,18,1.3846153846153846,1.3846153846153846
Kerala,Thiruvananthapuram,695304,19,1.4615384615384615,1.4615384615384615
Kerala,Thiruvananthapuram,695305,81,5.0625,5.0625
Kerala,Thiruvananthapuram,695306,15,1.5,1.5
Kerala,Thiruvananthapuram,695307,1,1.0,1.0
Kerala,Thiruvananthapuram,695308,11,1.1,1.1
Kerala,Thiruvananthapuram,695309,16,1.4545454545454546,1.4545454545454546
Kerala,Thiruvananthapuram,695310,64,5.818181818181818,5.818181818181818
Kerala,Thiruvananthapuram,695311,34,1.619047619047619,1.619047619047619
Kerala,Thiruvananthapuram,695312,17,1.2142857142857142,1.2142857142857142
Kerala,Thiruvananthapuram,695313,12,1.0909090909090908,1.0909090909090908
Kerala,Thiruvananthapuram,695316,13,1.3,1.3
Kerala,Thiruvananthapuram,695317,4,1.3333333333333333,1.3333333333333333
Kerala,Thiruvananthapuram,695318,2,1.0,1.0
Kerala,Thiruvananthapuram,695501,81,3.0,3.0
Kerala,Thiruvananthapuram,695502,41,1.7826086956521738,1.7826086956521738
Kerala,Thiruvananthapuram,695503,22,1.375,1.375
Kerala,Thiruvananthapuram,695504,23,1.5333333333333334,1.5333333333333334
Kerala,Thiruvananthapuram,695505,39,1.625,1.625
Kerala,Thiruvananthapuram,695506,40,2.0,2.0
Kerala,Thiruvananthapuram,695507,8,1.1428571428571428,1.1428571428571428
Kerala,Thiruvananthapuram,695508,20,1.4285714285714286,1.4285714285714286
Kerala,Thiruvananthapuram,695512,10,1.25,1.25
Kerala,Thiruvananthapuram,695513,11,1.375,1.375
Kerala,Thiruvananthapuram,695521,33,1.375,1.375
Kerala,Thiruvananthapuram,695522,7,1.0,1.0
Kerala,Thiruvananthapuram,695523,29,1.380952380952381,1.380952380952381
Kerala,Thiruvananthapuram,695524,20,1.4285714285714286,1.4285714285714286
Kerala,Thiruvananthapuram,695525,20,1.4285714285714286,1.4285714285714286
Kerala,Thiruvananthapuram,695526,32,1.6842105263157894,1.6842105263157894
Kerala,Thiruvananthapuram,695527,3,1.0,1.0
Kerala,Thiruvananthapuram,695528,2,1.0,1.0
Kerala,Thiruvananthapuram,695541,53,1.8928571428571428,1.8928571428571428
Kerala,Thiruvananthapuram,695542,34,1.8888888888888888,1.8888888888888888
Kerala,Thiruvananthapuram,695543,22,1.2941176470588236,1.2941176470588236
Kerala,Thiruvananthapuram,695551,25,1.4705882352941178,1.4705882352941178
Kerala,Thiruvananthapuram,695561,20,1.25,1.25
Kerala,Thiruvananthapuram,695562,21,1.3125,1.3125
Kerala,Thiruvananthapuram,695563,22,1.4666666666666666,1.4666666666666666
Kerala,Thiruvananthapuram,695564,38,1.6521739130434783,1.6521739130434783
Kerala,Thiruvananthapuram,695568,19,1.2666666666666666,1.2666666666666666
Kerala,Thiruvananthapuram,695571,36,1.565217391304348,1.565217391304348
Kerala,Thiruvananthapuram,695572,40,2.1052631578947367,2.1052631578947367
Kerala,Thiruvananthapuram,695573,36,2.0,2.0
Kerala,Thiruvananthapuram,695574,17,1.4166666666666667,1.4166666666666667
Kerala,Thiruvananthapuram,695575,26,1.3,1.3
Kerala,Thiruvananthapuram,695581,23,1.4375,1.4375
Kerala,Thiruvananthapuram,695582,23,1.6428571428571428,1.6428571428571428
Kerala,Thiruvananthapuram,695583,13,1.4444444444444444,1.4444444444444444
Kerala,Thiruvananthapuram,695584,43,2.5294117647058822,2.5294117647058822
Kerala,Thiruvananthapuram,695585,4,1.0,1.0
Kerala,Thiruvananthapuram,695586,11,1.2222222222222223,1.2222222222222223
Kerala,Thiruvananthapuram,695587,16,1.4545454545454546,1.4545454545454546
Kerala,Thiruvananthapuram,695588,3,1.0,1.0
Kerala,Thiruvananthapuram,695589,5,1.25,1.25
Kerala,Thiruvananthapuram,695601,34,1.5454545454545454,1.5454545454545454
Kerala,Thiruvananthapuram,695602,16,1.3333333333333333,1.3333333333333333
Kerala,Thiruvananthapuram,695603,19,1.3571428571428572,1.3571428571428572
Kerala,Thiruvananthapuram,695604,24,1.3333333333333333,1.3333333333333333
Kerala,Thiruvananthapuram,695605,32,1.6,1.6
Kerala,Thiruvananthapuram,695606,19,1.4615384615384615,1.4615384615384615
Kerala,Thiruvananthapuram,695607,30,1.4285714285714286,1.4285714285714286
Kerala,Thiruvananthapuram,695608,25,1.5625,1.5625
Kerala,Thiruvananthapuram,695609,18,1.3846153846153846,1.3846153846153846
Kerala,Thiruvananthapuram,695610,3,1.0,1.0
Kerala,Thiruvananthapuram,695611,12,1.2,1.2
Kerala,Thiruvananthapuram,695612,18,1.2857142857142858,1.2857142857142858
Kerala,Thiruvananthapuram,695614,19,1.4615384615384615,1.4615384615384615
Kerala,Thiruvananthapuram,695615,32,1.6842105263157894,1.6842105263157894
Kerala,Thrissur,679105,5,1.0,1.0
Kerala,Thrissur,679106,6,1.2,1.2
Kerala,Thrissur,679531,32,2.0,2.0
Kerala,Thrissur,679532,31,1.7222222222222223,1.7222222222222223
Kerala,Thrissur,679561,18,1.2857142857142858,1.2857142857142858
Kerala,Thrissur,679562,37,1.7619047619047619,1.7619047619047619
Kerala,Thrissur,679563,12,1.0909090909090908,1.0909090909090908
Kerala,Thrissur,679564,21,1.75,1.75
Kerala,Thrissur,680001,14,1.75,1.75
Kerala,Thrissur,680002,7,1.0,1.0
Kerala,Thrissur,680003,21,1.4,1.4
Kerala,Thrissur,680004,9,1.125,1.125
Kerala,Thrissur,680005,19,1.4615384615384615,1.4615384615384615
Kerala,Thrissur,680006,20,1.6666666666666667,1.6666666666666667
Kerala,Thrissur,680007,12,1.0909090909090908,1.0909090909090908
Kerala,Thrissur,680008,6,1.0,1.0
Kerala,Thrissur,680010,14,1.2727272727272727,1.2727272727272727
Kerala,Thrissur,680011,3,3.0,3.0
Kerala,Thrissur,680012,38,1.9,1.9
Kerala,Thrissur,680013,6,1.0,1.0
Kerala,Thrissur,680014,22,1.6923076923076923,1.6923076923076923
Kerala,Thrissur,680020,2,1.0,1.0
Kerala,Thrissur,680021,2,1.0,1.0
Kerala,Thrissur,680022,2,2.0,2.0
Kerala,Thrissur,680026,17,1.4166666666666667,1.4166666666666667
Kerala,Thrissur,680027,15,1.25,1.25
Kerala,Thrissur,680028,22,1.5714285714285714,1.5714285714285714
Kerala,Thrissur,680101,6,1.0,1.0
Kerala,Thrissur,680102,9,1.2857142857142858,1.2857142857142858
Kerala,Thrissur,680103,8,1.1428571428571428,1.1428571428571428
Kerala,Thrissur,680104,10,1.1111111111111112,1.1111111111111112
Kerala,Thrissur,680121,35,2.0588235294117645,2.0588235294117645
Kerala,Thrissur,680122,4,1.0,1.0
Kerala,Thrissur,680123,21,1.5,1.5
Kerala,Thrissur,680125,22,1.375,1.375
Kerala,Thrissur,680301,43,2.0476190476190474,2.0476190476190474
Kerala,Thrissur,680302,21,1.4,1.4
Kerala,Thrissur,680303,29,1.6111111111111112,1.6111111111111112
Kerala,Thrissur,680304,8,1.1428571428571428,1.1428571428571428
Kerala,Thrissur,680305,16,1.4545454545454546,1.4545454545454546
Kerala,Thrissur,680306,48,2.0869565217391304,2.0869565217391304
Kerala,Thrissur,680307,64,5.333333333333333,5.333333333333333
Kerala,Thrissur,680308,32,1.4545454545454546,1.4545454545454546
Kerala,Thrissur,680309,15,1.25,1.25
Kerala,Thrissur,680310,5,1.0,1.0
Kerala,Thrissur,680311,10,1.4285714285714286,1.4285714285714286
Kerala,Thrissur,680312,13,1.625,1.625
Kerala,Thrissur,680317,20,1.25,1.25
Kerala,Thrissur,680501,31,1.631578947368421,1.631578947368421
Kerala,Thrissur,680502,3,1.0,1.0
Kerala,Thrissur,680503,4,1.0,1.0
Kerala,Thrissur,680504,17,2.8333333333333335,2.8333333333333335
Kerala,Thrissur,680505,22,1.5714285714285714,1.5714285714285714
Kerala,Thrissur,680506,56,2.1538461538461537,2.1538461538461537
Kerala,Thrissur,680507,32,1.7777777777777777,1.7777777777777777
Kerala,Thrissur,680508,6,1.0,1.0
Kerala,Thrissur,680509,11,1.375,1.375
Kerala,Thrissur,680510,20,1.4285714285714286,1.4285714285714286
Kerala,Thrissur,680511,18,1.2857142857142858,1.2857142857142858
Kerala,Thrissur,680512,26,1.368421052631579,1.368421052631579
Kerala,Thrissur,680513,5,1.25,1.25
Kerala,Thrissur,680514,13,1.4444444444444444,1.4444444444444444
Kerala,Thrissur,680515,21,1.4,1.4
Kerala,Thrissur,680516,9,1.8,1.8
Kerala,Thrissur,680517,23,1.2777777777777777,1.2777777777777777
Kerala,Thrissur,680518,30,1.875,1.875
Kerala,Thrissur,680519,22,1.4666666666666666,1.4666666666666666
Kerala,Thrissur,680520,3,1.0,1.0
Kerala,Thrissur,680521,3,1.0,1.0
Kerala,Thrissur,680522,6,1.0,1.0
Kerala,Thrissur,680523,12,1.5,1.5
Kerala,Thrissur,680524,9,1.5,1.5
Kerala,Thrissur,680541,25,1.7857142857142858,1.7857142857142858
Kerala,Thrissur,680542,21,1.4,1.4
Kerala,Thrissur,680543,9,1.125,1.125
Kerala,Thrissur,680544,9,1.2857142857142858,1.2857142857142858
Kerala,Thrissur,680545,10,1.1111111111111112,1.1111111111111112
Kerala,Thrissur,680546,8,1.6,1.6
Kerala,Thrissur,680551,20,1.3333333333333333,1.3333333333333333
Kerala,Thrissur,680552,18,1.6363636363636365,1.6363636363636365
Kerala,Thrissur,680553,7,1.1666666666666667,1.1666666666666667
Kerala,Thrissur,680555,3,1.5,1.5
Kerala,Thrissur,680561,16,1.2307692307692308,1.2307692307692308
Kerala,Thrissur,680562,18,1.2857142857142858,1.2857142857142858
Kerala,Thrissur,680563,20,1.4285714285714286,1.4285714285714286
Kerala,Thrissur,680564,13,1.0833333333333333,1.0833333333333333
Kerala,Thrissur,680565,6,1.0,1.0
Kerala,Thrissur,680566,8,1.1428571428571428,1.1428571428571428
Kerala,Thrissur,680567,27,1.4210526315789473,1.4210526315789473
Kerala,Thrissur,680568,8,1.0,1.0
Kerala,Thrissur,680569,35,1.75,1.75
Kerala,Thrissur,680570,6,1.2,1.2
Kerala,Thrissur,680571,15,1.3636363636363635,1.3636363636363635
Kerala,Thrissur,680581,33,1.5,1.5
Kerala,Thrissur,680582,4,1.3333333333333333,1.3333333333333333
Kerala,Thrissur,680583,18,1.3846153846153846,1.3846153846153846
Kerala,Thrissur,680584,42,2.0,2.0
Kerala,Thrissur,680585,25,1.4705882352941178,1.4705882352941178
Kerala,Thrissur,680586,42,2.1,2.1
Kerala,Thrissur,680587,20,1.5384615384615385,1.5384615384615385
Kerala,Thrissur,680588,8,1.0,1.0
Kerala,Thrissur,680589,38,1.8095238095238095,1.8095238095238095
Kerala,Thrissur,680590,23,1.7692307692307692,1.7692307692307692
Kerala,Thrissur,680591,10,1.25,1.25
Kerala,Thrissur,680594,14,1.0769230769230769,1.0769230769230769
Kerala,Thrissur,680596,4,1.0,1.0
Kerala,Thrissur,680601,17,1.7,1.7
Kerala,Thrissur,680602,10,1.1111111111111112,1.1111111111111112
Kerala,Thrissur,680604,17,1.2142857142857142,1.2142857142857142
Kerala,Thrissur,680611,11,1.1,1.1
Kerala,Thrissur,680612,4,1.3333333333333333,1.3333333333333333
Kerala,Thrissur,680613,15,1.25,1.25
Kerala,Thrissur,680614,20,1.5384615384615385,1.5384615384615385
Kerala,Thrissur,680615,12,1.0,1.0
Kerala,Thrissur,680616,19,1.3571428571428572,1.3571428571428572
Kerala,Thrissur,680617,2,1.0,1.0
Kerala,Thrissur,680618,7,1.75,1.75
Kerala,Thrissur,680619,5,1.0,1.0
Kerala,Thrissur,680620,13,1.4444444444444444,1.4444444444444444
Kerala,Thrissur,680623,18,1.2857142857142858,1.2857142857142858
Kerala,Thrissur,680631,11,1.2222222222222223,1.2222222222222223
Kerala,Thrissur,680641,16,1.3333333333333333,1.3333333333333333
Kerala,Thrissur,680642,2,1.0,1.0
Kerala,Thrissur,680651,29,1.7058823529411764,1.7058823529411764
Kerala,Thrissur,680652,39,1.8571428571428572,1.8571428571428572
Kerala,Thrissur,680653,19,2.375,2.375
Kerala,Thrissur,680654,3,1.0,1.0
Kerala,Thrissur,680655,17,1.5454545454545454,1.5454545454545454
Kerala,Thrissur,680656,8,1.6,1.6
Kerala,Thrissur,680661,6,1.2,1.2
Kerala,Thrissur,680662,16,1.4545454545454546,1.4545454545454546
Kerala,Thrissur,680663,14,1.1666666666666667,1.1666666666666667
Kerala,Thrissur,680664,19,1.3571428571428572,1.3571428571428572
Kerala,Thrissur,680665,6,1.0,1.0
Kerala,Thrissur,680666,33,1.736842105263158,1.736842105263158
Kerala,Thrissur,680667,5,1.0,1.0
Kerala,Thrissur,680668,20,1.4285714285714286,1.4285714285714286
Kerala,Thrissur,680669,12,1.7142857142857142,1.7142857142857142
Kerala,Thrissur,680670,9,1.0,1.0
Kerala,Thrissur,680671,24,1.411764705882353,1.411764705882353
Kerala,Thrissur,680681,42,2.0,2.0
Kerala,Thrissur,680682,12,1.2,1.2
Kerala,Thrissur,680683,58,2.5217391304347827,2.5217391304347827
Kerala,Thrissur,680684,57,2.85,2.85
Kerala,Thrissur,680685,15,1.6666666666666667,1.6666666666666667
Kerala,Thrissur,680686,20,1.5384615384615385,1.5384615384615385
Kerala,Thrissur,680687,24,1.6,1.6
Kerala,Thrissur,680688,18,1.5,1.5
Kerala,Thrissur,680689,16,1.4545454545454546,1.4545454545454546
Kerala,Thrissur,680691,19,1.4615384615384615,1.4615384615384615
Kerala,Thrissur,680697,10,1.25,1.25
Kerala,Thrissur,680699,22,1.2941176470588236,1.2941176470588236
Kerala,Thrissur,680701,7,1.0,1.0
Kerala,Thrissur,680702,21,1.6153846153846154,1.6153846153846154
Kerala,Thrissur,680703,6,1.0,1.0
Kerala,Thrissur,680711,23,1.3529411764705883,1.3529411764705883
Kerala,Thrissur,680712,16,1.4545454545454546,1.4545454545454546
Kerala,Thrissur,680721,28,1.5555555555555556,1.5555555555555556
Kerala,Thrissur,680722,9,1.125,1.125
Kerala,Thrissur,680724,14,1.4,1.4
Kerala,Thrissur,680731,12,1.2,1.2
Kerala,Thrissur,680732,21,1.75,1.75
Kerala,Thrissur,680733,12,1.2,1.2
Kerala,Thrissur,680734,25,1.4705882352941178,1.4705882352941178
Kerala,Thrissur,680741,17,1.2142857142857142,1.2142857142857142
Kerala,Thrissur,680751,21,1.4,1.4
Kerala,Wayanad,670644,19,1.1176470588235294,1.1176470588235294
Kerala,Wayanad,670645,78,2.7857142857142856,2.7857142857142856
Kerala,Wayanad,670646,23,1.5333333333333334,1.5333333333333334
Kerala,Wayanad,670721,24,1.8461538461538463,1.8461538461538463
Kerala,Wayanad,670731,21,1.3125,1.3125
Kerala,Wayanad,673121,41,1.9523809523809523,1.9523809523809523
Kerala,Wayanad,673122,34,1.8888888888888888,1.8888888888888888
Kerala,Wayanad,673123,12,1.2,1.2
Kerala,Wayanad,673124,3,1.0,1.0
Kerala,Wayanad,673575,26,1.5294117647058822,1.5294117647058822
Kerala,Wayanad,673576,8,1.0,1.0
Kerala,Wayanad,673577,46,2.0,2.0
Kerala,Wayanad,673579,41,1.7826086956521738,1.7826086956521738
Kerala,Wayanad,673581,11,1.1,1.1
Kerala,Wayanad,673591,27,1.6875,1.6875
Kerala,Wayanad,673592,79,2.8214285714285716,2.8214285714285716
Kerala,Wayanad,673593,14,1.2727272727272727,1.2727272727272727
Kerala,Wayanad,673595,25,1.7857142857142858,1.7857142857142858
Kerala,Wayanad,673596,20,1.3333333333333333,1.3333333333333333
Kerala,Wayanad,673613,3,1.0,1.0
Ladakh,Kargil,194102,32,2.909090909090909,2.909090909090909
Ladakh,Kargil,194103,56,2.24,2.24
Ladakh,Kargil,194105,45,2.6470588235294117,2.6470588235294117
Ladakh,Kargil,194109,20,1.1764705882352942,1.1764705882352942
Ladakh,Kargil,194301,41,1.9523809523809523,1.9523809523809523
Ladakh,Kargil,194302,4,2.0,2.0
Ladakh,Kargil,194403,2,1.0,1.0
Ladakh,Leh,194101,29,2.0714285714285716,2.0714285714285716
Ladakh,Leh,194104,3,1.0,1.0
Ladakh,Leh,194106,2,1.0,1.0
Ladakh,Leh,194201,4,1.0,1.0
Ladakh,Leh,194401,10,1.4285714285714286,1.4285714285714286
Ladakh,Leh,194404,2,2.0,2.0
Lakshadweep,Lakshadweep,682551,12,1.0909090909090908,1.0909090909090908
Lakshadweep,Lakshadweep,682552,11,1.1,1.1
Lakshadweep,Lakshadweep,682553,13,1.625,1.625
Lakshadweep,Lakshadweep,682554,2,1.0,1.0
Lakshadweep,Lakshadweep,682555,10,1.25,1.25
Lakshadweep,Lakshadweep,682556,2,1.0,1.0
Lakshadweep,Lakshadweep,682557,14,1.2727272727272727,1.2727272727272727
Lakshadweep,Lakshadweep,682558,11,1.1,1.1
Lakshadweep,Lakshadweep,682559,18,1.6363636363636365,1.6363636363636365
Madhya Pradesh,Agar Malwa,465230,87,2.806451612903226,2.806451612903226
Madhya Pradesh,Agar Malwa,465441,242,7.5625,7.5625
Madhya Pradesh,Agar Malwa,465445,131,4.366666666666666,4.366666666666666
Madhya Pradesh,Agar Malwa,465447,160,5.0,5.0
Madhya Pradesh,Agar Malwa,465449,70,2.5925925925925926,2.5925925925925926
Madhya Pradesh,Agar Malwa,465550,62,2.6956521739130435,2.6956521739130435
Madhya Pradesh,Alirajpur,457661,6,1.2,1.2
Madhya Pradesh,Alirajpur,457882,563,16.085714285714285,16.085714285714285
Madhya Pradesh,Alirajpur,457885,40,2.0,2.0
Madhya Pradesh,Alirajpur,457887,614,18.058823529411764,18.058823529411764
Madhya Pradesh,Alirajpur,457888,285,8.636363636363637,8.636363636363637
Madhya Pradesh,Alirajpur,457893,319,9.666666666666666,9.666666666666666
Madhya Pradesh,Alirajpur,457990,1969,50.48717948717949,50.48717948717949
Madhya Pradesh,Alirajpur,457993,727,48.46666666666667,48.46666666666667
Madhya Pradesh,Anuppur,484001,10,1.6666666666666667,1.6666666666666667
Madhya Pradesh,Anuppur,484113,77,2.8518518518518516,2.8518518518518516
Madhya Pradesh,Anuppur,484116,29,1.8125,1.8125
Madhya Pradesh,Anuppur,484117,3,1.0,1.0
Madhya Pradesh,Anuppur,484220,6,1.0,1.0
Madhya Pradesh,Anuppur,484224,116,4.142857142857143,4.142857142857143
Madhya Pradesh,Anuppur,484330,113,3.2285714285714286,3.2285714285714286
Madhya Pradesh,Anuppur,484334,101,3.740740740740741,3.740740740740741
Madhya Pradesh,Anuppur,484336,74,2.642857142857143,2.642857142857143
Madhya Pradesh,Anuppur,484440,74,2.8461538461538463,2.8461538461538463
Madhya Pradesh,Anuppur,484444,20,1.1764705882352942,1.1764705882352942
Madhya Pradesh,Anuppur,484446,57,2.28,2.28
Madhya Pradesh,Anuppur,484447,1,1.0,1.0
Madhya Pradesh,Anuppur,484665,1,1.0,1.0
Madhya Pradesh,Anuppur,484770,1,1.0,1.0
Madhya Pradesh,Anuppur,484881,232,6.823529411764706,6.823529411764706
Madhya Pradesh,Anuppur,484886,54,2.5714285714285716,2.5714285714285716
Madhya Pradesh,Anuppur,486771,1,1.0,1.0
Madhya Pradesh,Anuppur,486882,1,1.0,1.0
Madhya Pradesh,Ashok Nagar,473101,20,2.857142857142857,2.857142857142857
Madhya Pradesh,Ashok Nagar,473330,390,12.1875,12.1875
Madhya Pradesh,Ashok Nagar,473331,862,22.68421052631579,22.68421052631579
Madhya Pradesh,Ashok Nagar,473332,1,1.0,1.0
Madhya Pradesh,Ashok Nagar,473335,547,15.194444444444445,15.194444444444445
Madhya Pradesh,Ashok Nagar,473440,138,4.451612903225806,4.451612903225806
Madhya Pradesh,Ashok Nagar,473443,649,17.54054054054054,17.54054054054054
Madhya Pradesh,Ashok Nagar,473446,515,14.714285714285714,14.714285714285714
Madhya Pradesh,Ashok Nagar,473885,26,2.3636363636363638,2.3636363636363638
Madhya Pradesh,Ashoknagar,473101,777,777.0,777.0
Madhya Pradesh,Ashoknagar,473335,893,446.5,446.5
Madhya Pradesh,Ashoknagar,473443,1341,670.5,670.5
Madhya Pradesh,Balaghat,481001,667,19.057142857142857,19.057142857142857
Madhya Pradesh,Balaghat,481051,151,4.870967741935484,4.870967741935484
Madhya Pradesh,Balaghat,481102,70,2.5925925925925926,2.5925925925925926
Madhya Pradesh,Balaghat,481105,210,6.774193548387097,6.774193548387097
Madhya Pradesh,Balaghat,481111,105,3.6206896551724137,3.6206896551724137
Madhya Pradesh,Balaghat,481115,155,5.0,5.0
Madhya Pradesh,Balaghat,481116,56,2.3333333333333335,2.3333333333333335
Madhya Pradesh,Balaghat,481117,93,3.206896551724138,3.206896551724138
Madhya Pradesh,Balaghat,481222,232,7.03030303030303,7.03030303030303
Madhya Pradesh,Balaghat,481224,87,3.0,3.0
Madhya Pradesh,Balaghat,481226,119,3.606060606060606,3.606060606060606
Madhya Pradesh,Balaghat,481331,207,6.088235294117647,6.088235294117647
Madhya Pradesh,Balaghat,481332,65,2.5,2.5
Madhya Pradesh,Balaghat,481335,126,4.2,4.2
Madhya Pradesh,Balaghat,481337,114,3.8,3.8
Madhya Pradesh,Balaghat,481441,118,4.37037037037037,4.37037037037037
